Use Case,Status,Price,Discount code,Pain,Loss Reason,Source,City,Created Year,Created Month,Close Year,Close Month
2,1,300.0,83,2,5,0,16,2019,12,2019,12
1,1,240.0,62,1,5,1,15,2020,4,2020,4
1,1,240.0,62,1,5,0,2,2019,11,2019,11
1,1,576.0,3,1,5,0,8,2019,12,2019,12
1,1,120.0,94,1,5,0,1,2019,11,2019,11
3,0,768.0,51,2,0,1,5,2019,7,2019,11
1,1,240.0,62,0,5,1,2,2020,4,2020,4
3,2,120.0,64,1,5,0,2,2020,9,2020,9
2,2,576.0,49,0,5,1,15,2020,9,2020,9
4,0,1303.7540329575022,2,1,1,0,2,2019,11,2019,1
1,0,240.0,62,0,4,1,8,2019,12,2019,12
1,1,768.0,2,1,5,0,2,2019,10,2019,11
1,1,240.0,62,1,5,0,2,2019,11,2019,11
1,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
4,2,1303.7540329575022,2,1,5,1,2,2019,5,2019,5
1,1,240.0,62,1,5,1,2,2019,12,2019,12
1,2,300.0,60,0,5,1,2,2019,12,2020,1
1,0,360.0,79,1,4,1,2,2019,8,2019,8
3,2,360.0,20,1,5,0,2,2019,11,2019,11
1,0,150.0,2,1,0,0,15,2019,11,2019,11
3,1,240.0,81,0,5,0,2,2020,1,2020,1
1,1,360.0,79,1,5,0,2,2020,1,2020,1
3,1,768.0,51,1,5,1,11,2019,11,2019,11
1,1,150.0,28,1,5,0,2,2019,5,2019,9
2,1,324.0,97,1,5,0,8,2019,12,2019,12
1,1,300.0,60,1,5,0,2,2020,9,2020,9
1,0,768.0,2,0,7,0,17,2019,11,2019,7
2,1,768.0,51,1,5,0,3,2019,12,2019,12
1,1,576.0,3,1,5,0,2,2020,2,2020,2
1,1,240.0,22,1,5,0,2,2020,8,2020,8
1,1,360.0,66,0,5,0,2,2019,11,2019,11
1,2,120.0,4,1,5,0,3,2020,4,2020,4
4,2,1303.7540329575022,2,1,5,0,2,2020,9,2020,9
2,1,960.0,111,2,5,1,2,2019,11,2019,11
1,0,360.0,66,1,4,1,2,2019,11,2019,11
1,1,360.0,79,1,5,0,8,2019,11,2019,11
1,1,1008.0,76,1,5,1,15,2020,8,2020,8
2,2,360.0,20,1,5,0,16,2019,12,2019,12
1,2,0.0,2,1,5,1,12,2020,9,2020,9
2,0,768.0,51,1,4,0,16,2019,11,2019,12
2,0,200.0,2,1,7,1,4,2019,7,2019,9
1,2,1303.7540329575022,2,0,5,1,2,2019,12,2020,1
1,1,1008.0,76,1,5,0,2,2020,2,2020,2
1,1,324.0,0,0,5,1,19,2020,3,2020,8
1,2,240.0,22,1,5,0,9,2020,4,2020,4
2,0,768.0,51,2,4,0,14,2019,2,2019,12
3,1,300.0,83,1,5,0,10,2020,4,2020,4
3,1,300.0,83,1,5,1,2,2020,10,2020,10
3,0,1344.0,101,1,4,0,2,2019,11,2019,11
2,0,240.0,81,3,0,0,2,2019,12,2019,12
1,0,200.0,2,0,3,0,16,2019,8,2019,8
1,2,300.0,60,1,5,0,2,2019,7,2019,7
1,1,360.0,66,1,5,1,13,2019,7,2019,7
1,0,360.0,79,0,0,1,15,2019,12,2019,12
1,1,768.0,2,1,5,0,2,2020,1,2020,1
3,1,768.0,51,1,5,1,2,2020,8,2020,8
1,2,300.0,60,2,5,1,11,2020,8,2020,8
1,0,360.0,79,1,7,0,15,2019,7,2019,8
1,0,200.0,2,1,3,0,2,2019,8,2019,8
1,0,300.0,60,1,4,0,2,2019,8,2019,11
2,1,240.0,81,1,5,0,2,2019,11,2019,11
2,0,200.0,2,2,4,0,6,2019,7,2019,9
1,1,960.0,8,2,5,1,16,2019,11,2019,11
4,0,1303.7540329575022,2,1,4,0,2,2019,11,2019,11
1,2,324.0,0,0,5,0,2,2019,7,2019,7
1,1,360.0,66,1,5,1,1,2019,12,2019,12
1,2,1344.0,110,1,5,0,17,2019,12,2019,12
1,0,0.0,2,1,5,0,16,2019,12,2019,12
2,0,0.0,2,2,0,0,2,2019,12,2019,12
1,1,1344.0,110,1,5,1,2,2019,12,2019,12
1,1,360.0,66,1,5,1,2,2019,12,2019,12
3,1,768.0,51,2,5,0,2,2020,4,2020,4
1,2,1344.0,110,2,5,0,2,2020,8,2020,8
1,0,360.0,66,2,4,1,2,2019,7,2019,11
1,1,960.0,87,1,5,0,2,2019,8,2019,8
1,1,768.0,2,0,5,1,2,2019,11,2019,11
1,1,960.0,8,1,5,1,2,2019,11,2019,11
1,1,1344.0,110,2,5,0,2,2019,11,2019,11
1,1,300.0,60,1,5,0,2,2019,11,2019,11
2,0,150.0,65,0,7,0,2,2019,11,2019,11
1,1,300.0,60,1,5,0,2,2019,12,2019,12
1,2,1303.7540329575022,2,1,5,0,3,2019,1,2020,1
2,2,1303.7540329575022,2,0,5,0,2,2019,5,2020,1
1,2,150.0,28,0,5,1,2,2019,7,2019,7
1,1,1344.0,110,1,5,1,15,2019,12,2019,12
1,1,600.0,70,1,5,0,2,2019,12,2019,12
3,1,240.0,81,1,5,1,14,2019,12,2019,12
1,1,768.0,2,1,5,0,2,2020,1,2020,1
1,1,324.0,0,0,5,1,6,2020,3,2020,8
1,1,768.0,2,1,5,0,17,2019,11,2019,11
1,0,360.0,79,1,4,0,2,2019,11,2019,11
3,2,360.0,66,1,5,0,2,2019,11,2019,11
1,2,1303.7540329575022,2,2,5,1,15,2019,7,2020,1
1,1,360.0,66,1,5,0,2,2019,11,2019,11
1,0,0.0,2,0,3,1,8,2019,11,2019,11
1,1,120.0,4,1,5,0,2,2019,11,2019,11
1,1,300.0,82,1,5,0,2,2019,7,2019,7
1,1,324.0,0,2,5,1,11,2019,12,2019,12
1,2,768.0,2,0,5,1,18,2019,12,2019,12
1,1,120.0,4,0,5,1,2,2019,12,2019,12
1,1,240.0,62,2,5,0,1,2019,12,2019,12
2,0,768.0,51,1,7,0,2,2020,8,2020,10
2,1,240.0,81,1,5,0,2,2019,11,2019,11
2,1,960.0,111,0,5,0,2,2019,11,2019,11
1,1,360.0,79,1,5,1,16,2019,11,2019,11
1,1,240.0,62,0,5,0,2,2019,11,2019,11
1,0,960.0,87,1,5,0,2,2019,5,2019,9
4,0,1303.7540329575022,2,1,0,0,2,2019,11,2019,7
1,2,1344.0,110,1,5,1,2,2019,12,2020,1
2,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
1,0,0.0,2,0,4,1,0,2019,12,2019,12
1,1,120.0,44,0,5,0,2,2019,12,2019,12
2,1,576.0,49,0,5,1,16,2019,11,2019,11
2,2,1303.7540329575022,2,0,5,0,2,2019,5,2020,1
1,1,240.0,62,0,5,0,2,2019,12,2019,12
1,2,1303.7540329575022,2,2,5,1,2,2019,11,2020,1
3,1,360.0,1,0,5,0,2,2019,11,2019,11
1,0,200.0,2,1,0,0,0,2020,1,2020,4
2,2,300.0,81,1,5,0,2,2019,11,2019,11
4,0,1303.7540329575022,2,1,4,0,2,2019,11,2019,11
1,2,768.0,2,1,5,1,13,2019,12,2020,1
1,1,360.0,66,1,5,1,16,2020,9,2020,9
1,1,960.0,8,0,5,1,2,2019,9,2019,9
1,1,768.0,2,2,5,1,2,2019,12,2019,12
1,0,0.0,2,0,3,1,2,2019,11,2019,11
1,1,960.0,8,0,5,0,16,2020,2,2020,3
1,1,768.0,2,0,5,0,2,2020,8,2020,8
2,1,576.0,49,2,5,0,2,2019,12,2019,12
1,0,0.0,2,1,0,0,2,2019,12,2019,12
1,1,300.0,60,1,5,0,2,2020,8,2020,8
1,2,1008.0,76,0,5,0,2,2019,11,2020,1
1,1,360.0,66,1,5,0,2,2019,11,2019,11
3,2,1303.7540329575022,2,3,5,1,2,2019,8,2020,1
1,1,768.0,2,1,5,1,8,2019,12,2019,12
2,1,200.0,65,0,5,0,2,2019,12,2019,12
1,2,300.0,60,0,5,0,2,2020,9,2020,9
1,0,360.0,66,1,1,1,3,2019,12,2019,12
1,2,1303.7540329575022,2,0,5,0,2,2019,12,2020,1
1,1,300.0,60,1,5,0,5,2020,2,2020,2
1,2,300.0,60,2,5,0,15,2020,8,2020,8
1,1,960.0,8,1,5,0,2,2019,12,2019,12
2,0,240.0,62,1,4,0,16,2019,11,2019,11
3,1,960.0,111,1,5,1,3,2019,11,2019,12
1,2,200.0,2,0,5,0,2,2020,3,2020,3
1,2,1303.7540329575022,2,1,5,1,13,2019,11,2020,1
3,2,324.0,97,1,5,0,2,2019,7,2019,7
1,1,960.0,8,1,5,0,2,2019,12,2019,12
1,1,576.0,3,1,5,0,2,2020,9,2020,9
2,2,1303.7540329575022,2,2,5,1,8,2019,12,2020,1
1,2,32396.0,0,1,5,0,2,2019,11,2020,9
1,1,240.0,62,0,5,0,14,2019,12,2019,12
1,1,240.0,62,1,5,0,2,2019,11,2019,11
2,0,360.0,1,0,0,0,16,2019,12,2019,12
2,1,360.0,1,1,5,1,2,2019,9,2019,10
1,1,768.0,2,0,5,1,2,2019,11,2019,11
1,2,768.0,2,2,5,1,11,2019,11,2019,11
1,1,768.0,2,1,5,0,2,2019,12,2019,12
2,0,300.0,83,0,3,0,2,2019,7,2019,7
1,1,1344.0,110,1,5,1,2,2019,12,2019,12
1,0,360.0,66,1,0,0,2,2019,11,2019,11
1,2,768.0,2,1,5,0,9,2020,10,2020,10
1,1,360.0,66,0,5,0,2,2019,11,2019,11
3,2,1344.0,6,1,5,0,2,2020,4,2020,4
1,2,1303.7540329575022,2,1,5,0,2,2019,1,2020,1
1,1,360.0,66,1,5,1,10,2019,11,2019,11
3,0,768.0,51,2,4,1,17,2019,12,2019,12
2,2,1303.7540329575022,2,1,5,0,16,2019,11,2020,1
1,2,1303.7540329575022,2,1,5,1,11,2019,2,2020,1
1,2,1344.0,110,1,5,1,8,2019,12,2019,12
2,0,0.0,2,1,3,0,2,2019,11,2019,11
1,0,0.0,2,0,4,1,2,2019,11,2019,11
2,1,1344.0,6,1,5,1,9,2019,11,2019,11
3,0,200.0,2,3,7,1,18,2019,11,2019,11
1,0,360.0,66,1,0,0,12,2019,11,2019,11
1,2,1303.7540329575022,2,1,5,0,14,2019,2,2020,1
3,2,608.0,78,1,5,1,2,2019,12,2019,12
1,2,768.0,2,0,5,0,3,2019,12,2019,12
1,1,360.0,66,1,5,0,2,2020,10,2020,10
2,0,768.0,2,3,7,0,2,2019,9,2019,11
1,1,1344.0,110,0,5,0,2,2019,9,2019,9
2,1,300.0,83,0,5,0,2,2019,10,2019,11
1,0,240.0,22,1,7,1,2,2019,7,2019,8
2,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
2,1,300.0,83,1,5,0,2,2019,11,2019,11
1,1,324.0,0,1,5,1,19,2019,11,2019,11
1,1,768.0,2,0,5,0,2,2019,11,2019,11
1,2,1303.7540329575022,2,0,5,0,16,2019,11,2020,1
1,2,360.0,41,0,5,1,2,2019,5,2020,1
1,0,240.0,62,0,3,0,2,2019,12,2019,12
1,0,1452.0,94,1,1,1,6,2019,12,2019,12
4,2,1303.7540329575022,2,1,5,0,2,2019,12,2019,12
1,0,300.0,60,2,5,0,2,2019,12,2019,12
3,1,768.0,51,1,5,1,2,2020,3,2020,3
2,0,0.0,2,0,3,1,5,2019,7,2019,7
1,1,960.0,8,1,5,0,2,2019,11,2019,11
4,0,1303.7540329575022,2,1,1,0,2,2019,11,2019,11
2,0,240.0,2,2,0,0,17,2019,7,2019,11
3,2,576.0,49,2,5,1,15,2019,11,2019,11
3,0,200.0,2,1,3,1,2,2019,11,2019,11
1,1,768.0,51,0,5,0,0,2019,11,2019,11
1,2,240.0,62,1,5,0,2,2019,11,2019,1
1,2,0.0,2,1,5,0,2,2019,11,2019,11
1,1,1008.0,76,0,5,0,2,2019,11,2019,11
1,2,1303.7540329575022,2,1,5,1,3,2019,11,2020,1
1,2,324.0,0,1,5,0,16,2019,7,2019,7
1,1,768.0,2,1,5,0,2,2019,7,2019,7
2,0,768.0,51,0,0,0,2,2019,9,2019,12
1,1,360.0,66,1,5,0,2,2019,12,2019,12
2,2,1008.0,78,2,5,0,2,2019,12,2019,12
1,2,1303.7540329575022,2,0,5,0,2,2019,12,2020,1
1,2,0.0,2,0,5,0,2,2019,12,2019,12
3,1,324.0,97,1,5,1,3,2020,1,2020,1
1,1,240.0,62,1,5,1,10,2020,3,2020,4
2,0,0.0,2,1,0,0,19,2020,8,2020,10
1,1,360.0,79,1,5,0,2,2020,9,2020,9
1,0,0.0,2,0,3,1,9,2020,9,2020,9
1,1,240.0,62,1,5,1,12,2019,10,2019,10
1,0,0.0,70,1,5,1,2,2019,11,2019,11
1,1,576.0,3,1,5,1,0,2019,11,2019,11
2,1,360.0,1,0,5,1,2,2019,11,2019,11
1,1,576.0,3,3,5,0,2,2019,11,2019,11
4,1,1303.7540329575022,2,1,5,0,2,2019,11,2019,12
1,1,360.0,79,1,5,1,2,2019,5,2019,5
3,2,360.0,1,1,5,0,2,2019,6,2019,6
3,2,300.0,83,0,5,0,3,2019,7,2019,7
1,1,240.0,62,0,5,0,2,2019,12,2019,12
1,0,300.0,82,2,3,1,1,2019,12,2019,12
1,1,240.0,62,0,5,0,2,2019,12,2019,12
2,0,960.0,11,1,0,0,2,2019,12,2019,12
1,1,240.0,62,0,5,0,5,2019,12,2019,12
2,2,300.0,62,1,5,1,15,2020,2,2020,1
1,1,360.0,66,2,5,0,16,2020,8,2020,8
4,2,1303.7540329575022,2,1,5,0,2,2019,10,2020,1
1,0,150.0,72,0,5,0,15,2019,10,2019,11
1,1,768.0,2,0,5,1,2,2019,11,2019,11
1,1,960.0,8,1,5,0,15,2019,11,2019,7
2,2,1303.7540329575022,2,0,5,1,2,2019,11,2020,1
2,2,200.0,2,1,5,0,2,2019,11,2020,2
1,1,324.0,0,1,5,1,16,2019,11,2019,11
2,1,960.0,111,0,5,1,2,2019,11,2019,11
1,1,768.0,2,2,5,0,2,2019,11,2019,11
1,1,150.0,28,1,5,0,11,2019,12,2019,12
2,1,450.0,84,1,5,0,2,2020,8,2020,9
1,0,240.0,62,1,3,0,2,2019,7,2019,9
3,2,1303.7540329575022,2,0,5,1,18,2019,11,2020,1
1,0,324.0,0,2,3,0,2,2019,11,2019,11
1,1,768.0,2,2,5,0,9,2019,11,2019,11
2,1,960.0,111,1,5,1,2,2019,11,2019,11
2,2,1303.7540329575022,2,0,5,0,16,2019,2,2020,1
1,0,0.0,2,0,5,1,19,2019,12,2019,12
1,1,240.0,22,1,5,0,2,2020,4,2020,4
1,1,300.0,82,1,5,0,2,2019,11,2019,11
3,2,1303.7540329575022,2,1,5,1,15,2019,11,2020,1
1,1,240.0,62,1,5,0,2,2019,11,2019,11
1,1,240.0,22,1,5,0,2,2019,11,2019,11
1,1,1344.0,110,1,5,0,2,2019,11,2019,11
1,2,1303.7540329575022,2,1,5,1,10,2019,12,2020,1
1,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
2,1,768.0,51,0,5,0,2,2019,11,2019,11
2,1,768.0,51,0,5,1,2,2019,11,2019,1
1,1,360.0,79,2,5,1,2,2019,11,2019,11
2,2,1344.0,6,1,5,1,2,2019,11,2019,11
1,0,200.0,2,1,3,1,2,2019,12,2019,12
2,1,768.0,51,1,5,0,2,2019,12,2019,12
2,1,768.0,51,2,5,0,2,2019,12,2019,12
3,1,600.0,69,1,5,0,2,2020,1,2020,1
1,1,300.0,60,1,5,1,2,2019,12,2019,12
1,2,0.0,2,0,5,1,7,2019,12,2019,12
1,1,240.0,62,1,5,1,1,2019,11,2019,11
1,1,240.0,62,1,5,0,2,2019,12,2019,12
1,1,300.0,60,1,5,0,12,2019,12,2019,12
2,0,0.0,2,1,7,0,2,2019,12,2019,12
1,1,240.0,62,1,5,1,0,2019,12,2019,12
3,1,576.0,49,1,5,1,2,2020,10,2020,10
1,1,324.0,0,0,5,1,19,2019,11,2019,11
1,1,324.0,0,2,5,1,2,2019,1,2019,1
2,0,360.0,20,1,4,0,2,2019,12,2020,1
2,1,768.0,51,1,5,0,2,2019,10,2019,10
1,1,240.0,26,1,5,0,2,2020,8,2020,8
1,1,324.0,0,2,5,0,13,2019,11,2019,11
1,1,150.0,28,0,5,0,2,2020,10,2020,10
1,1,150.0,72,0,5,0,2,2019,12,2019,12
3,2,1303.7540329575022,2,3,5,1,9,2019,12,2020,1
1,1,576.0,3,1,5,0,2,2020,9,2020,9
1,0,300.0,60,1,4,1,2,2019,10,2019,11
1,0,0.0,2,2,0,0,4,2019,11,2019,11
3,0,0.0,2,0,1,0,16,2019,12,2019,12
2,1,1344.0,6,2,5,1,2,2019,7,2019,7
1,2,324.0,0,1,5,0,11,2019,12,2019,12
1,1,240.0,62,0,5,0,2,2019,11,2019,11
1,2,1303.7540329575022,2,1,5,0,2,2019,12,2020,1
3,1,576.0,49,1,5,0,2,2019,11,2019,11
1,2,600.0,70,0,5,0,0,2019,5,2019,5
1,1,768.0,2,1,5,1,13,2019,12,2019,12
3,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
3,0,360.0,20,0,0,0,2,2019,11,2019,11
2,1,360.0,1,0,5,0,2,2019,12,2019,12
1,1,240.0,62,1,5,0,2,2019,12,2019,12
1,1,120.0,4,1,5,1,15,2019,11,2019,11
3,1,360.0,1,2,5,1,2,2019,12,2019,12
1,2,360.0,66,0,5,0,2,2019,12,2019,12
2,2,1344.0,6,1,5,0,2,2020,4,2020,4
1,1,360.0,79,0,5,1,2,2019,12,2019,12
1,1,768.0,2,1,5,0,2,2020,10,2020,10
3,0,0.0,2,1,3,1,16,2019,11,2019,11
4,0,1303.7540329575022,2,1,4,0,2,2019,11,2019,12
4,1,1303.7540329575022,2,1,5,0,2,2019,11,2019,2
2,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
1,1,768.0,2,0,5,1,16,2019,1,2019,1
2,1,768.0,51,1,5,1,2,2019,12,2019,12
1,0,0.0,2,1,4,1,6,2019,12,2019,12
1,1,768.0,2,1,5,1,10,2020,3,2020,3
3,2,45744.0,40,0,5,1,15,2020,8,2020,8
1,1,1344.0,110,0,5,0,2,2020,8,2020,8
1,1,120.0,4,0,5,0,2,2019,11,2019,11
2,0,768.0,51,1,0,1,2,2019,9,2019,12
1,1,240.0,62,1,5,0,13,2019,12,2019,12
1,0,1344.0,110,1,4,0,2,2019,12,2019,12
1,0,240.0,62,1,7,0,2,2019,12,2019,12
3,1,240.0,26,1,5,0,2,2019,12,2019,12
1,1,360.0,66,1,5,0,2,2020,3,2020,3
1,2,1303.7540329575022,2,0,5,0,2,2020,10,2020,1
1,1,324.0,0,0,5,0,2,2019,9,2019,9
1,1,150.0,72,2,5,0,2,2019,8,2019,8
2,2,360.0,20,1,5,0,2,2019,11,2019,11
3,0,576.0,49,0,4,0,3,2019,9,2019,12
1,1,600.0,70,1,5,1,2,2019,9,2019,9
1,1,768.0,2,1,5,0,2,2019,12,2019,12
1,2,0.0,2,2,5,1,2,2019,12,2019,12
1,1,240.0,62,1,5,0,2,2019,12,2019,12
1,1,1344.0,110,2,5,1,2,2019,12,2019,12
1,1,768.0,2,1,5,0,2,2019,12,2019,12
1,0,768.0,2,1,4,0,2,2020,4,2020,8
2,1,120.0,64,2,5,0,2,2019,9,2019,11
1,1,360.0,66,0,5,0,15,2019,11,2019,11
1,0,300.0,82,1,0,0,2,2019,11,2019,11
1,0,960.0,8,1,4,1,18,2019,11,2019,11
1,2,768.0,2,0,5,1,2,2019,11,2019,11
1,1,300.0,60,0,5,0,5,2020,8,2020,8
1,1,768.0,2,1,5,1,2,2019,5,2019,12
3,0,300.0,83,1,0,1,19,2019,9,2019,12
2,1,240.0,81,1,5,0,2,2019,12,2019,12
1,1,324.0,0,1,5,1,2,2019,12,2019,12
1,0,0.0,2,1,5,0,17,2019,12,2019,12
1,1,300.0,60,2,5,0,2,2019,12,2019,12
1,2,360.0,66,1,5,0,2,2019,12,2019,12
1,0,240.0,62,1,3,0,12,2019,12,2019,12
2,2,1303.7540329575022,2,1,5,0,2,2020,3,2020,1
1,1,300.0,60,1,5,1,16,2019,9,2019,11
1,1,240.0,62,1,5,0,2,2019,11,2019,11
1,1,360.0,66,1,5,0,11,2019,11,2019,11
1,1,768.0,2,0,5,0,10,2019,11,2019,11
1,0,768.0,2,1,1,0,2,2019,11,2019,11
1,0,0.0,2,2,3,0,2,2019,11,2019,11
1,1,150.0,72,1,5,0,2,2019,12,2019,12
1,1,324.0,0,1,5,1,2,2019,12,2019,12
1,1,300.0,82,1,5,1,16,2019,11,2019,11
1,1,768.0,2,2,5,1,2,2019,11,2019,11
2,2,1303.7540329575022,2,1,5,0,2,2019,9,2020,1
1,0,0.0,2,0,5,1,2,2019,11,2019,11
1,0,0.0,2,0,4,0,2,2019,12,2019,12
4,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
1,1,324.0,0,2,5,0,16,2019,11,2019,11
1,2,1344.0,110,1,5,0,2,2020,9,2020,10
2,2,1303.7540329575022,2,2,5,1,16,2019,11,2020,1
1,1,240.0,62,0,5,0,14,2019,12,2019,12
1,0,324.0,0,1,3,0,2,2019,11,2019,11
3,0,120.0,64,1,4,0,2,2019,12,2019,12
2,0,300.0,83,1,0,1,15,2019,12,2020,4
3,0,150.0,17,0,3,0,2,2019,12,2019,12
1,0,300.0,60,1,5,1,2,2019,11,2019,11
1,1,240.0,62,1,5,0,2,2019,12,2019,12
1,0,1008.0,76,1,0,0,5,2019,12,2019,12
2,0,1344.0,6,2,3,0,16,2019,12,2019,12
1,1,360.0,66,1,5,0,2,2019,12,2019,12
1,2,1303.7540329575022,2,2,5,1,11,2019,11,2020,1
1,1,324.0,0,1,5,0,2,2019,12,2019,12
1,2,768.0,2,1,5,0,2,2020,1,2020,3
1,2,1303.7540329575022,2,1,5,0,16,2019,10,2020,1
2,2,1303.7540329575022,2,1,5,0,2,2019,11,2020,1
3,0,360.0,20,2,1,1,14,2019,12,2019,12
1,1,960.0,8,1,5,0,2,2019,11,2019,11
2,0,150.0,17,0,7,0,2,2019,1,2019,2
1,1,768.0,2,0,5,0,2,2019,12,2019,12
1,0,768.0,2,1,7,1,2,2019,10,2019,11
1,2,1303.7540329575022,2,1,5,0,2,2019,12,2020,1
1,1,600.0,70,1,5,1,16,2019,12,2019,12
2,2,1303.7540329575022,2,0,5,1,16,2019,11,2020,1
1,1,768.0,2,1,5,1,9,2019,12,2019,12
1,0,200.0,2,2,5,0,9,2019,11,2019,11
1,0,960.0,8,3,4,0,16,2019,12,2019,12
1,1,150.0,28,0,5,0,2,2019,7,2019,7
3,1,1008.0,78,1,5,1,2,2019,11,2019,11
1,0,1344.0,110,1,0,0,16,2019,12,2019,12
1,2,300.0,60,1,5,0,2,2020,9,2020,9
2,1,768.0,51,1,5,0,2,2019,12,2019,12
1,0,200.0,2,0,3,0,2,2019,12,2019,12
1,1,200.0,82,1,5,0,2,2020,3,2020,3
3,1,240.0,81,1,5,0,2,2020,9,2020,9
2,2,300.0,83,1,5,0,2,2020,9,2020,9
1,1,240.0,62,1,5,1,12,2019,12,2019,12
3,1,960.0,111,0,5,1,2,2019,12,2019,12
1,1,600.0,70,1,5,0,10,2020,9,2020,10
1,1,360.0,66,1,5,1,2,2019,12,2019,12
2,1,768.0,51,0,5,0,2,2020,3,2020,3
3,1,360.0,1,2,5,0,17,2020,3,2020,4
1,1,240.0,62,0,5,0,2,2018,11,2019,3
3,1,576.0,49,0,5,0,6,2018,12,2018,12
2,1,1008.0,78,2,5,0,2,2019,7,2019,7
1,0,200.0,2,1,5,1,11,2018,6,2018,8
1,1,768.0,2,1,5,0,2,2018,7,2018,7
1,1,768.0,2,0,5,1,2,2018,7,2018,7
3,0,960.0,2,0,4,0,2,2018,7,2018,9
2,1,768.0,51,2,5,0,2,2018,7,2018,9
1,0,200.0,2,1,4,0,2,2018,7,2018,7
1,1,450.0,100,0,5,1,16,2018,7,2018,12
2,1,576.0,49,1,5,0,2,2018,7,2018,7
1,1,360.0,79,1,5,0,16,2018,7,2018,7
1,0,200.0,2,1,4,1,9,2018,7,2018,7
1,1,960.0,87,1,5,1,2,2018,7,2018,7
1,1,14870.0,28,1,5,0,2,2018,7,2018,7
1,1,360.0,66,1,5,0,2,2018,7,2018,7
2,0,200.0,82,0,0,0,2,2018,1,2018,2
1,0,200.0,86,1,4,0,2,2018,1,2018,6
1,1,360.0,66,2,5,0,2,2018,1,2018,1
1,0,200.0,2,1,0,0,2,2018,1,2018,2
1,2,960.0,87,1,5,0,2,2018,1,2018,1
2,0,600.0,2,0,4,0,2,2018,6,2018,6
1,0,360.0,2,2,4,0,2,2018,6,2018,6
1,1,1344.0,110,2,5,0,2,2018,6,2018,6
3,1,1008.0,78,0,5,0,2,2018,6,2018,6
3,0,240.0,81,1,7,0,2,2018,6,2018,6
2,0,200.0,2,1,0,0,2,2018,6,2018,6
1,1,32396.0,0,2,5,0,18,2018,6,2018,6
1,1,360.0,66,1,5,0,2,2018,6,2018,6
3,1,1344.0,110,1,5,0,2,2018,6,2018,6
1,0,324.0,2,1,4,0,2,2018,11,2018,9
3,0,200.0,2,1,4,1,2,2018,11,2018,8
1,0,360.0,2,1,4,0,2,2018,11,2018,9
1,0,1344.0,110,0,0,0,2,2018,11,2018,9
1,0,200.0,86,1,0,0,16,2018,11,2018,8
1,0,200.0,2,1,0,0,2,2018,11,2018,8
1,0,200.0,2,3,3,0,2,2018,11,2018,11
1,1,1344.0,110,1,5,0,2,2018,11,2018,12
2,0,0.0,2,1,1,0,2,2018,6,2018,6
1,2,576.0,3,1,5,0,2,2018,6,2018,6
3,1,240.0,81,1,5,0,2,2018,6,2018,1
3,2,360.0,20,0,5,0,2,2018,6,2018,6
2,1,14876.0,65,0,5,0,2,2018,6,2018,6
1,1,1680.0,109,1,5,0,2,2018,6,2018,6
3,0,200.0,51,1,7,1,2,2018,6,2018,6
3,2,500.0,59,1,5,0,2,2018,6,2018,8
1,1,360.0,66,1,5,0,2,2018,6,2018,6
1,1,240.0,62,1,5,0,2,2018,6,2018,6
1,0,200.0,88,1,4,0,15,2018,6,2018,3
2,1,1344.0,6,1,5,0,2,2018,7,2018,7
1,1,300.0,82,1,5,0,2,2018,7,2018,8
2,0,1344.0,2,0,0,0,2,2018,7,2018,9
1,0,200.0,2,1,4,0,16,2018,8,2018,12
1,1,450.0,100,2,5,0,3,2018,8,2018,8
3,0,768.0,2,1,7,0,2,2018,8,2018,9
1,1,360.0,79,2,5,0,2,2018,8,2018,2
1,0,200.0,96,1,5,1,17,2018,8,2018,9
1,0,200.0,2,1,0,1,16,2018,8,2018,8
2,0,576.0,49,1,5,0,16,2018,7,2018,2
1,1,960.0,8,1,5,0,16,2018,7,2018,7
3,1,150.0,17,1,5,0,12,2018,7,2018,7
1,1,324.0,0,1,5,0,2,2018,7,2018,7
1,0,960.0,8,1,5,0,11,2018,7,2018,4
2,1,240.0,81,0,5,0,2,2018,7,2019,11
2,1,768.0,51,0,5,0,2,2018,7,2018,4
3,1,324.0,97,1,5,0,2,2018,7,2018,7
1,2,360.0,2,1,5,1,13,2018,7,2018,7
1,0,200.0,2,0,4,0,2,2018,7,2018,7
3,0,200.0,27,1,1,0,2,2018,1,2018,10
3,0,450.0,84,1,4,0,2,2018,1,2018,7
1,1,1344.0,110,1,5,0,2,2018,1,2018,1
1,0,360.0,2,2,0,0,0,2018,1,2018,6
1,0,360.0,79,1,7,0,2,2018,1,2018,6
1,1,360.0,66,1,5,0,2,2018,6,2018,6
1,0,200.0,2,1,7,0,15,2018,6,2018,6
3,1,240.0,81,1,5,0,2,2018,6,2018,6
1,1,600.0,70,2,5,0,2,2018,6,2018,6
1,1,1344.0,110,1,5,0,2,2018,6,2018,6
2,0,200.0,86,1,4,0,2,2018,6,2018,8
1,1,960.0,87,2,5,0,2,2018,6,2018,6
1,1,768.0,2,1,5,0,16,2019,7,2019,10
